title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
God's Little Acre,1958,118,NA,6.8,175,0,0,4.5,4.5,4.5,24.5,24.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
Anna Karenina,1967,145,NA,6.9,36,4.5,0,0,4.5,14.5,14.5,4.5,14.5,14.5,24.5,,0,0,0,1,0,1,0
Octobre,1994,97,NA,7.4,188,4.5,0,0,0,4.5,14.5,24.5,34.5,14.5,14.5,,0,0,0,1,0,0,0
Panic,1999,15,NA,4.9,76,0,0,4.5,4.5,4.5,4.5,4.5,24.5,34.5,34.5,,0,0,0,1,0,0,1
Historias clandestinas en La Habana,1997,89,NA,6.5,22,14.5,0,0,0,0,4.5,24.5,34.5,14.5,4.5,,0,0,0,1,0,1,0
Dot and the Koala,1985,70,NA,6.1,13,14.5,0,0,0,34.5,14.5,14.5,4.5,0,14.5,,0,1,0,0,0,0,0
"Stuff, The",1985,93,1700000,4.9,701,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,,0,0,1,0,0,0,0
"Svarta filmen, Den",1995,20,NA,7.7,36,0,4.5,0,0,4.5,4.5,0,14.5,4.5,74.5,,0,0,1,1,0,0,1
Baby Blue,2001,119,2500000,6.4,98,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
"Ghost Walks, The",1934,69,NA,6.1,17,0,0,0,4.5,24.5,34.5,14.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
Hunter's Crossing,1983,91,NA,2.2,10,34.5,14.5,24.5,0,0,0,0,14.5,0,34.5,,1,0,0,0,0,0,0
"Dog House, The",1952,6,NA,6.4,25,0,0,4.5,4.5,4.5,24.5,24.5,24.5,0,4.5,,0,1,1,0,0,0,1
Acne,2005,72,NA,7.1,9,14.5,0,0,14.5,0,14.5,14.5,24.5,0,34.5,,0,0,1,0,0,0,0
Caccia alla volpe,1966,103,NA,6.1,433,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,1,0,0,0,0
Blood Alley,1955,115,2000000,5.7,316,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
Safar e Ghandehar,2001,81,NA,6.6,1429,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,,0,0,0,1,0,0,0
Satisfaction,1988,92,NA,3.9,640,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,,0,0,1,1,0,1,0
"Car-Napping - Bestellt, geklaut, geliefert",1980,89,NA,6.2,31,4.5,4.5,4.5,0,4.5,14.5,24.5,14.5,4.5,14.5,,0,0,1,0,0,0,0
"Three Bears, The",1935,8,NA,4.4,11,4.5,14.5,0,4.5,4.5,4.5,4.5,24.5,4.5,0,,0,1,0,0,0,0,1
Piel de verano,1961,96,NA,6.8,14,0,0,0,0,4.5,24.5,4.5,24.5,24.5,14.5,,0,0,0,1,0,0,0
Malibu Express,1985,105,500000,3.9,154,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,1,0,0,0,0,0,0
Dragon Against Vampire,1985,82,NA,2.3,14,24.5,4.5,4.5,0,0,4.5,4.5,24.5,0,24.5,,1,0,1,0,0,0,0
"Gong Show Movie, The",1980,89,NA,3.1,135,24.5,4.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,,0,0,1,0,0,0,0
"Van, The",1996,100,NA,6.5,884,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,R,0,0,1,1,0,0,0
Independence Day,1983,110,NA,6.5,121,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,14.5,,0,0,0,1,0,0,0
Romancing Sara,1995,84,NA,4.2,33,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,0,1,0,1,0
"Reaux, Reaux, Reaux Your Boat",1966,7,NA,6.3,7,0,0,0,0,24.5,24.5,14.5,24.5,0,0,,0,1,0,0,0,0,1
My Childhood,1972,46,NA,7,22,0,0,0,0,0,14.5,14.5,14.5,24.5,24.5,,0,0,0,1,0,0,0
Black Circle Boys,1997,101,NA,4,284,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,R,0,0,0,1,0,0,0
Kid Nightingale,1939,57,NA,5.2,21,0,4.5,0,14.5,24.5,34.5,24.5,0,0,0,,0,0,1,0,0,0,0
Deus Ex Machina,2003,16,NA,7.4,5,24.5,0,0,0,0,0,24.5,0,24.5,44.5,,0,0,0,1,0,0,1
Fear No Evil,1981,99,840000,3.9,127,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
Han de Wit,1990,90,NA,5.7,12,0,0,4.5,0,0,34.5,24.5,4.5,14.5,4.5,,0,0,0,0,0,0,0
Raymundo,2002,127,NA,8.9,11,0,0,0,0,0,0,0,14.5,74.5,4.5,,0,0,0,0,1,0,0
Hangmen Also Die,1943,134,NA,7.5,335,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,,0,0,0,1,0,0,0
200 Motels,1971,98,679000,5.2,338,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,0,0,1,0,0,0,0
Camping Out,1934,7,NA,6.6,25,0,0,4.5,4.5,4.5,24.5,44.5,4.5,4.5,4.5,,0,1,1,0,0,0,1
Vite strozzate,1996,108,NA,4.8,29,14.5,4.5,4.5,24.5,14.5,24.5,14.5,4.5,0,14.5,,0,0,0,0,0,0,0
Aizea: City of the Wind,2001,29,NA,6.9,16,24.5,0,0,0,0,0,0,34.5,14.5,24.5,,0,0,0,1,0,0,1
Bulldog Drummond's Revenge,1937,57,NA,6.2,31,0,0,0,14.5,4.5,44.5,4.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
Herr Arnes pengar,1919,122,NA,6.8,65,0,0,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,0,0
"Causa Secreta, A",1994,93,NA,8.4,23,0,4.5,4.5,0,0,0,4.5,4.5,64.5,14.5,,0,0,0,1,0,0,0
"Musketeers of Pig Alley, The",1912,17,NA,7,102,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,,0,0,0,1,0,0,1
Moonzund,1987,142,NA,7.9,19,0,0,0,0,4.5,14.5,4.5,14.5,14.5,45.5,,0,0,0,1,0,0,0
"Segundo aire, El",2001,98,NA,7.1,62,4.5,4.5,0,4.5,4.5,4.5,24.5,24.5,4.5,4.5,,0,0,1,0,0,1,0
Broadway Musketeers,1938,63,NA,6.2,16,0,0,0,14.5,4.5,34.5,24.5,14.5,0,0,,0,0,0,1,0,0,0
Myortvyy sezon,1968,138,NA,8.9,11,0,0,0,0,0,4.5,14.5,14.5,4.5,44.5,,0,0,0,1,0,0,0
"Bonnie Parker Story, The",1958,79,NA,5.3,53,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
Don't Tell Her It's Me,1990,101,NA,4.9,383,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,,0,0,1,0,0,1,0
Mark Twain's America in 3D,1998,52,NA,6.8,5,0,0,0,0,24.5,24.5,0,24.5,24.5,24.5,,0,0,0,0,1,0,0
"Rebel Set, The",1959,72,NA,2.6,59,44.5,24.5,14.5,4.5,4.5,0,4.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
Trembita,1968,92,NA,6.2,6,0,0,0,0,14.5,14.5,14.5,34.5,14.5,0,,0,0,1,0,0,1,0
China Jones,1959,6,NA,7.1,17,0,0,0,4.5,4.5,4.5,34.5,34.5,4.5,4.5,,0,1,1,0,0,0,1
Rockfish,2003,9,NA,7.6,55,0,0,0,4.5,4.5,4.5,24.5,34.5,24.5,14.5,,0,1,0,0,0,0,1
Sordid Lives,2000,111,NA,6.3,575,14.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,R,0,0,1,0,0,0,0
Codename: Silencer,1995,93,NA,4.3,67,14.5,4.5,14.5,14.5,4.5,14.5,4.5,4.5,0,24.5,R,1,0,0,0,0,0,0
"Vie, la mort & le foot, La",2000,6,NA,6.4,14,4.5,44.5,4.5,0,0,4.5,24.5,14.5,0,0,,0,0,0,0,0,0,1
Now or Never,1921,60,NA,6.7,30,4.5,0,0,4.5,4.5,24.5,34.5,24.5,4.5,14.5,,0,0,1,0,0,0,1
Weather Wizards,1939,10,NA,6.2,6,0,0,0,0,14.5,34.5,45.5,0,0,0,,0,0,0,0,0,0,1
Sr. Trapo,2002,12,NA,7.5,9,14.5,14.5,0,0,0,14.5,34.5,0,24.5,14.5,,0,1,0,0,0,0,1
Jimmy the Kid,1999,86,NA,5.6,24,14.5,0,4.5,14.5,14.5,4.5,14.5,14.5,0,14.5,,0,0,1,0,0,0,0
Return of the Cisco Kid,1939,70,NA,7.5,8,0,0,0,14.5,14.5,0,14.5,24.5,0,34.5,,0,0,0,0,0,0,0
Hello Aloha,1952,6,NA,6.4,38,4.5,0,4.5,4.5,4.5,24.5,34.5,14.5,4.5,4.5,,0,1,1,0,0,0,1
Who's Minding the Mint?,1967,97,NA,6.9,204,4.5,0,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0,0
Wheels of Fire,1984,81,NA,3.6,38,14.5,24.5,14.5,14.5,4.5,14.5,4.5,4.5,0,14.5,,1,0,0,0,0,0,0
"Private Life of Don Juan, The",1934,89,NA,5.8,31,4.5,4.5,4.5,4.5,14.5,14.5,34.5,4.5,4.5,4.5,,0,0,1,1,0,1,0
Legend of the Mummy,1997,96,2000000,2.4,257,34.5,24.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,R,0,0,0,0,0,0,0
Zingo,1998,92,NA,6.2,274,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,1,0,0,0,0
Akash Kusum,1965,115,NA,4.4,8,0,0,34.5,0,0,24.5,14.5,0,0,24.5,,0,0,1,0,0,0,0
Hard Little Man,2002,5,NA,4.8,10,14.5,0,0,44.5,0,24.5,34.5,0,0,0,,0,0,0,1,0,0,1
Point&Shoot,2004,96,NA,6.6,16,14.5,4.5,0,14.5,0,0,14.5,34.5,4.5,14.5,,0,0,0,1,0,0,0
Samia,2000,73,NA,6.4,93,4.5,0,4.5,4.5,4.5,24.5,24.5,24.5,4.5,4.5,,0,0,0,1,0,0,0
Blondie's Anniversary,1947,72,NA,5.8,35,0,0,0,4.5,34.5,24.5,4.5,4.5,14.5,4.5,,0,0,1,0,0,0,0
Vom Suchen und Finden der Liebe,2005,107,NA,5.9,154,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,,0,0,1,1,0,1,0
Tais-toi quand tu parles!,1981,89,NA,4.1,17,14.5,14.5,4.5,4.5,0,14.5,24.5,14.5,0,4.5,,0,0,1,0,0,0,0
Colorado Sunset,1939,58,NA,5.7,11,4.5,4.5,0,0,0,24.5,14.5,4.5,14.5,4.5,,0,0,0,0,0,0,0
Is It True What They Say About Ann?,2004,40,5000,7.3,25,34.5,4.5,0,0,0,4.5,4.5,4.5,4.5,44.5,,0,0,0,0,1,0,1
Juliana in zeventig bewogen jaren,1979,104,NA,7.7,5,0,0,0,0,0,0,24.5,64.5,24.5,0,,0,0,0,0,1,0,0
Gozaresh,1977,112,NA,8.1,5,0,0,0,0,0,24.5,24.5,0,0,64.5,,0,0,0,1,0,0,0
"Party Animal, The",1984,78,NA,4.8,141,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,44.5,,0,0,1,0,0,0,0
Humanoids from the Deep,1980,80,NA,4.8,466,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
Derevenskiy detektiv,1968,87,NA,7.8,9,0,0,0,0,14.5,14.5,24.5,0,44.5,14.5,,0,0,1,0,0,0,0
Dang kou tan,1972,94,NA,2.7,15,24.5,4.5,14.5,4.5,4.5,4.5,24.5,4.5,4.5,4.5,,1,0,0,0,0,0,0
Opinberun Hannesar,2004,84,NA,2.5,133,74.5,4.5,4.5,4.5,0,4.5,4.5,0,0,14.5,,0,0,1,1,0,0,0
Surprise!,1995,6,NA,7.7,48,0,0,0,0,4.5,4.5,14.5,34.5,4.5,24.5,,0,0,0,1,0,0,1
Beverly Hills Brats,1989,90,NA,3.7,62,4.5,14.5,14.5,24.5,14.5,4.5,4.5,0,4.5,0,,0,0,1,0,0,0,0
Meditation on Violence,1948,12,NA,5.2,62,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,0,4.5,,0,0,0,0,0,0,1
My Life as a Troll,2001,88,NA,5.6,11,4.5,0,14.5,0,0,0,24.5,0,0,44.5,,0,0,0,0,0,0,0
Maniac Nurses,1990,75,NA,1.7,104,45.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
Deadroom,2005,98,NA,5.8,24,14.5,0,4.5,14.5,0,4.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
Boomerang!,1947,88,NA,7.7,199,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,24.5,14.5,,0,0,0,1,0,0,0
Yaourts mystiques,2000,10,NA,6.1,12,0,0,4.5,0,0,44.5,24.5,4.5,14.5,0,,0,1,1,0,0,0,1
Madman,1982,88,NA,3.9,207,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
"New Frontier, The",1935,60,NA,4,38,14.5,4.5,4.5,4.5,34.5,14.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
"Rois du gag, Les",1985,98,NA,4.8,106,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
Giro di lune tra terra e mare,1997,124,NA,8.8,19,4.5,0,0,0,0,14.5,4.5,14.5,44.5,24.5,,0,0,0,1,0,0,0
"Secret Partner, The",1961,91,NA,6.3,77,0,4.5,4.5,4.5,4.5,24.5,34.5,24.5,4.5,4.5,,0,0,0,1,0,0,0
Boy Meets Girl,1993,92,NA,2.9,20,74.5,14.5,0,0,4.5,0,4.5,0,0,4.5,,0,0,0,1,0,1,0
Snobs!,1962,90,NA,7.1,7,0,0,14.5,0,14.5,0,14.5,0,14.5,44.5,,0,0,0,0,0,0,0
Harry Potter and the Chamber of Secrets,2002,152,100000000,7.3,38394,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG,0,0,0,0,0,0,0
Shiner,2004,89,NA,3.5,63,24.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,,0,0,0,1,0,0,0
"Main Event, The",1979,112,NA,5,401,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
"Mujer de mi padre, La",1968,84,NA,1.3,8,24.5,0,0,0,0,0,24.5,14.5,14.5,24.5,,0,0,0,1,0,0,0
Prestupleniye i nakazaniye,1969,221,NA,7.3,50,0,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,24.5,,0,0,0,1,0,0,0
"Hermanos del hierro, Los",1961,95,NA,8.7,15,14.5,0,0,0,0,0,0,4.5,4.5,74.5,,0,0,0,1,0,0,0
"Gambler, The",1997,97,NA,6.4,99,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,14.5,R,0,0,0,1,0,0,0
Rouli-roulant,1966,16,NA,8.2,7,0,0,0,14.5,0,0,24.5,14.5,14.5,24.5,,0,0,0,0,1,0,1
Sankarialokas,1955,80,NA,4.6,5,0,0,0,64.5,24.5,24.5,0,0,0,0,,0,0,0,0,0,0,0
Lion of Oz,2000,74,NA,4.3,27,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,,0,1,0,0,0,0,0
Relative Values,2000,87,NA,6.3,439,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,14.5,PG,0,0,1,0,0,0,0
"Momia azteca, La",1957,80,NA,4.8,11,4.5,0,4.5,4.5,4.5,24.5,0,0,4.5,24.5,,0,0,0,0,0,0,0
"Mismo amor, la misma lluvia, El",1999,100,NA,7.8,263,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,1,0,0,1,0
Candy Stripers,1978,84,NA,5.7,51,14.5,0,0,4.5,4.5,14.5,24.5,14.5,4.5,14.5,,0,0,1,0,0,0,0
What! No Beer?,1933,70,NA,4.6,64,4.5,4.5,14.5,14.5,14.5,14.5,24.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
Nit-Witty Kitty,1951,7,NA,6.3,32,0,0,14.5,4.5,4.5,4.5,24.5,14.5,14.5,14.5,,0,1,1,0,0,0,1
"Domineering Male, The",1940,10,NA,6.4,14,0,0,0,24.5,4.5,24.5,14.5,4.5,0,24.5,,0,0,1,0,0,0,1
Shisha no gakuensai,2000,101,NA,5.2,23,0,14.5,4.5,4.5,34.5,24.5,4.5,4.5,0,0,,0,0,0,0,0,0,0
Silvia Prieto,1999,92,NA,6,69,24.5,4.5,0,4.5,4.5,14.5,14.5,14.5,4.5,24.5,,0,0,1,1,0,0,0
Too Many Thieves,1966,100,NA,4.7,12,4.5,0,4.5,14.5,24.5,14.5,0,14.5,0,4.5,,0,0,0,1,0,0,0
It Takes All Kinds,1969,97,NA,4.2,5,0,44.5,24.5,0,0,0,0,24.5,0,24.5,,0,0,0,1,0,0,0
Saathiya,2002,138,NA,7.2,171,4.5,0,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,0,1,0,1,0
Rot und blau,2003,112,NA,8.8,33,4.5,0,0,4.5,4.5,4.5,4.5,14.5,14.5,34.5,,0,0,0,1,0,0,0
To Duck... or Not to Duck,1943,7,NA,7.1,58,4.5,0,0,4.5,4.5,14.5,14.5,44.5,4.5,4.5,,0,1,1,0,0,0,1
Yong chuang tian xia,1990,91,NA,2.4,7,24.5,24.5,0,0,0,14.5,14.5,14.5,0,0,,0,0,0,0,0,0,0
Herkus mantas,1972,145,NA,9.5,6,0,0,0,0,0,0,0,0,45.5,45.5,,0,0,0,1,0,0,0
Proshchanie s Matyoroy,1983,108,NA,6.9,32,0,0,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,0,0
Whirlwind Raiders,1948,54,NA,7.7,6,0,0,0,0,14.5,34.5,0,14.5,14.5,14.5,,0,0,0,0,0,0,0
Wetbacks,1956,89,NA,6.8,7,14.5,0,0,0,0,14.5,44.5,0,0,24.5,,0,0,0,1,0,0,0
Roseland,1930,12,NA,5.1,16,0,4.5,4.5,24.5,14.5,24.5,14.5,4.5,0,0,,0,0,0,0,0,0,1
Roma ore 11,1952,107,NA,8.4,14,0,0,0,0,4.5,0,4.5,45.5,14.5,24.5,,0,0,0,1,0,0,0
Butterfly Smile,2001,90,NA,5.2,8,14.5,14.5,0,0,14.5,24.5,14.5,14.5,0,14.5,,0,0,0,1,0,0,0
Sunsets,1997,98,NA,5.6,5,0,0,24.5,0,0,0,24.5,44.5,24.5,0,,0,0,0,0,0,0,0
Sensation Hunters,1933,73,NA,3.7,6,0,14.5,0,34.5,0,34.5,0,14.5,0,0,,0,0,0,1,0,0,0
Blue Grass of Kentucky,1950,72,NA,5.3,6,0,0,0,0,45.5,14.5,14.5,0,0,14.5,,0,0,0,1,0,0,0
"Guerriero Camillo, Il",1999,90,NA,3.5,9,14.5,14.5,0,34.5,24.5,0,14.5,0,14.5,0,,0,0,1,0,0,0,0
I'm the One That I Want,2000,96,NA,7.2,493,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,,0,0,1,0,0,0,0
Put-Put Pink,1968,6,NA,5.3,10,0,0,14.5,0,44.5,44.5,0,0,0,14.5,,0,1,0,0,0,0,1
"Sex Monster, The",1999,97,NA,5.2,632,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,1,0,0,0,0
Bara du & jag,1994,98,NA,2,7,44.5,24.5,14.5,0,0,14.5,0,0,0,0,,0,0,0,1,0,0,0
Shin heike monogatari,1955,108,NA,7.2,73,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
Beaches,1988,123,NA,6.2,3876,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,,0,0,1,1,0,0,0
Bolse vita,1996,97,NA,7.4,31,4.5,0,0,0,4.5,14.5,4.5,4.5,24.5,24.5,,0,0,0,1,0,0,0
Bottomfeeders,2001,92,500000,7.4,7,0,0,0,0,24.5,14.5,0,24.5,0,24.5,,0,0,1,0,0,0,0
Qui?,1970,78,NA,5.6,23,4.5,4.5,0,4.5,14.5,24.5,4.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
Winter Kills,1979,97,6500000,6.2,288,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
Mi Marilyn,1975,15,NA,6.2,5,0,0,0,0,24.5,44.5,24.5,24.5,0,0,,0,0,0,0,1,0,1
Duct Tape Forever,2002,90,NA,5.7,216,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,PG,0,0,1,0,0,0,0
Calle 54,2000,105,NA,7.4,204,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,,0,0,0,0,1,0,0
Gamera 3: Iris kakusei,1999,108,NA,7.3,214,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,0,0,0,0,0,0,0
"Explosive Generation, The",1961,89,NA,5.8,50,4.5,4.5,0,4.5,14.5,14.5,14.5,14.5,14.5,14.5,,0,0,0,1,0,0,0
My Girl 2,1994,99,NA,4.8,2040,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,,0,0,1,1,0,1,0
Wish You Were Dead,2002,100,NA,4.7,93,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,R,0,0,1,0,0,0,0
"Stay Awake, The",1987,91,NA,1.9,36,45.5,24.5,4.5,14.5,4.5,4.5,4.5,0,0,0,,0,0,0,0,0,0,0
Guilty Bystander,1950,91,NA,6.3,11,0,0,0,4.5,4.5,14.5,24.5,14.5,0,14.5,,0,0,0,1,0,0,0
It's My Party,1996,110,NA,6.9,823,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,R,0,0,0,1,0,0,0
"Darkest Light, The",1999,92,NA,5.3,44,4.5,4.5,4.5,4.5,4.5,4.5,24.5,14.5,14.5,14.5,,0,0,0,1,0,0,0
"Zee die denkt, De",2000,100,NA,7,97,4.5,0,4.5,4.5,4.5,4.5,4.5,24.5,14.5,24.5,,0,0,1,1,0,0,0
Nuga naleul michige haneunga,1995,100,NA,4.3,5,0,0,24.5,0,64.5,0,0,0,0,24.5,,0,0,0,0,0,1,0
Out of the Inkwell,1938,6,NA,4.5,5,24.5,0,0,0,24.5,24.5,0,24.5,24.5,0,,0,1,0,0,0,0,1
Balarrasa,1951,90,NA,5.1,15,0,4.5,4.5,14.5,24.5,14.5,24.5,4.5,0,4.5,,0,0,0,1,0,0,0
Prozac Nation,2001,99,9000000,6.2,940,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,R,0,0,0,1,0,0,0
Korpinpolska,1980,79,NA,4.9,7,14.5,0,0,24.5,0,0,14.5,24.5,14.5,0,,0,0,0,0,0,0,0
Glamour,1934,74,NA,5.2,7,0,0,14.5,14.5,14.5,24.5,24.5,0,0,0,,0,0,0,1,0,0,0
Lease of Life,1954,94,NA,6.4,26,0,0,0,4.5,14.5,24.5,14.5,14.5,14.5,4.5,,0,0,0,1,0,0,0
Anaparastassi,1970,100,NA,7.7,49,4.5,0,0,0,4.5,4.5,14.5,24.5,14.5,34.5,,0,0,0,1,0,0,0
"Peuple singe, Le",1989,85,NA,7.3,19,0,4.5,0,0,0,14.5,14.5,24.5,14.5,24.5,,0,0,0,0,1,0,0
"Dream-Quest of Unknown Kadath, The",2003,100,5000,7.6,30,14.5,4.5,4.5,0,0,4.5,14.5,14.5,4.5,44.5,,0,1,0,0,0,0,0
Lady Hamilton - Zwischen Schmach und Liebe,1968,98,NA,5,12,0,0,4.5,4.5,44.5,34.5,0,0,0,4.5,,0,0,0,1,0,1,0
I lagens namn,1986,87,NA,6.2,94,0,4.5,4.5,4.5,14.5,14.5,24.5,24.5,4.5,4.5,,0,0,0,0,0,0,0
Da,1988,102,NA,6.3,138,4.5,4.5,4.5,4.5,4.5,4.5,24.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
Deza-Femijet (Kosovo 2000),2001,90,NA,6.4,15,0,0,0,0,4.5,24.5,4.5,4.5,24.5,44.5,,0,0,0,0,1,0,0
"Tired Tailor's Dream, The",1907,7,NA,5.2,5,24.5,0,0,0,24.5,24.5,24.5,0,0,24.5,,0,0,1,0,0,0,1
Matroni et moi,1999,101,NA,6.6,122,4.5,4.5,4.5,4.5,4.5,24.5,24.5,24.5,4.5,4.5,,0,0,1,0,0,0,0
Treasure of the Golden Condor,1953,93,NA,5.7,20,4.5,4.5,0,14.5,4.5,4.5,14.5,44.5,4.5,4.5,,0,0,0,0,0,0,0
Quattro passi fra le nuvole,1942,94,NA,7.7,14,0,0,0,0,0,14.5,34.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
Caged - Le prede umane,1992,87,NA,5.2,29,4.5,0,4.5,14.5,4.5,24.5,24.5,14.5,4.5,4.5,,1,0,0,1,0,0,0
"Frog, the Dog, and the Devil, The",1986,8,NA,8.9,6,0,0,0,0,14.5,0,0,34.5,0,45.5,,0,1,0,0,0,0,1
"Zaak Alzheimer, De",2003,135,NA,7.7,1189,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,14.5,,1,0,0,1,0,0,0
Ich klage an,1941,110,NA,6,16,4.5,0,0,0,4.5,14.5,34.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
"Price of Desire, The",1997,102,NA,4.6,44,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,R,0,0,0,1,0,0,0
Willy Nilly,1998,12,NA,5.8,5,0,24.5,0,0,0,24.5,64.5,0,0,0,,0,0,0,0,0,0,1
"Pool, The",2004,22,NA,4,5,24.5,24.5,24.5,24.5,0,0,0,0,0,24.5,,0,0,0,0,0,0,1
"Love Parade, The",1929,107,650000,7.1,96,0,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,,0,0,1,0,0,1,0
Blackout,1978,92,NA,5,33,4.5,0,14.5,24.5,24.5,14.5,4.5,4.5,0,4.5,,1,0,0,0,0,0,0
Frankenstein Island,1981,97,NA,1.6,113,64.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
McCinsey's Island,1998,95,NA,2.5,117,44.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,PG,1,0,1,0,0,0,0
Tretya meshchanskaya,1927,95,NA,7.6,48,0,0,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,1,1,0,0,0
"Week That Girl Died, The",1998,90,NA,5.6,21,0,0,0,4.5,0,0,14.5,4.5,14.5,44.5,,0,0,1,1,0,0,0
Swashbuckler,1976,101,NA,5.5,277,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
