title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
Miranda,1948,80,NA,6.3,76,0,0,0,4.5,4.5,24.5,24.5,14.5,4.5,14.5,,0,0,1,0,0,1,0
Peaches,2000,84,1400000,4.3,37,24.5,14.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
Bendera,2002,75,NA,6.7,7,0,0,0,0,0,24.5,24.5,14.5,24.5,0,,0,0,0,0,0,0,0
Aroused,1966,78,NA,5.5,9,0,14.5,0,0,34.5,14.5,14.5,14.5,14.5,14.5,,0,0,0,0,0,0,0
Willy/Milly,1986,86,NA,5.5,64,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,,0,0,1,0,0,0,0
Enigma,2001,119,NA,6.7,4291,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,4.5,4.5,R,0,0,0,1,0,1,0
Home,1998,11,NA,7.3,26,4.5,0,0,0,4.5,4.5,34.5,24.5,4.5,14.5,,0,0,0,0,0,0,1
Cheongchun,2000,119,NA,5.6,34,0,0,4.5,4.5,24.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
Musa,2001,132,60000000,7.5,1730,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,1,0,0,1,0,0,0
On Borrowed Time,1939,99,NA,8.1,317,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,44.5,,0,0,1,1,0,0,0
"Cross and the Switchblade, The",1970,106,NA,5,136,4.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,24.5,,0,0,0,1,0,0,0
Love Potion No. 9,1992,92,NA,5.3,2273,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,1,0
Malibu Express,1985,105,500000,3.9,154,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,1,0,0,0,0,0,0
Call of the Yukon,1938,70,NA,5.3,7,14.5,0,0,14.5,24.5,24.5,14.5,0,0,0,,0,0,0,0,0,0,0
"Donna libera, Una",1956,93,NA,6.9,6,0,0,0,0,0,34.5,64.5,0,0,0,,0,0,0,1,0,0,0
"Viaggio della sposa, Il",1997,102,NA,6.7,39,0,0,0,4.5,4.5,14.5,34.5,24.5,4.5,14.5,,0,0,1,0,0,0,0
"Woman of Affairs, A",1928,98,383000,7.2,100,4.5,0,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
DEF,2003,14,NA,6.5,18,0,0,0,0,4.5,24.5,14.5,24.5,0,34.5,,0,0,0,0,0,0,1
Uomini contro,1970,100,NA,7.4,70,0,0,0,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,1,0,0,0
Texas Lightning,1981,91,NA,3.4,34,24.5,4.5,14.5,0,4.5,14.5,4.5,0,4.5,24.5,,1,0,0,1,0,0,0
She Went to the Races,1945,86,NA,5.7,20,4.5,0,0,14.5,24.5,34.5,4.5,14.5,4.5,0,,0,0,1,0,0,0,0
Western Jamboree,1938,60,NA,7,6,0,14.5,0,0,0,14.5,0,34.5,34.5,0,,0,0,0,0,0,0,0
Pirate Party on Catalina Isle,1935,19,NA,5.5,17,0,0,0,24.5,14.5,24.5,0,14.5,4.5,14.5,,0,0,0,0,0,0,1
State Department: File 649,1949,87,NA,5.4,12,4.5,0,14.5,0,14.5,34.5,14.5,0,0,4.5,,0,0,0,1,0,0,0
Hans Staden,1999,92,NA,6.8,63,4.5,0,4.5,4.5,14.5,14.5,24.5,24.5,14.5,4.5,,0,0,0,0,0,0,0
Wer hat Angst vorm Weihnachtsmann?,1996,14,NA,5.6,9,14.5,0,14.5,0,34.5,0,14.5,24.5,14.5,0,,0,0,0,0,0,0,1
Ashura no gotoku,2003,135,NA,7.9,22,4.5,0,0,0,0,14.5,0,45.5,14.5,4.5,,0,0,1,1,0,0,0
"Ladykillers, The",1955,97,NA,7.9,3871,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,1,0,0,0,0
Winter Solstice,2004,95,NA,7.2,75,4.5,4.5,4.5,4.5,4.5,4.5,24.5,14.5,14.5,14.5,R,0,0,0,1,0,0,0
Julia Has Two Lovers,1991,86,NA,4.6,152,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,1,1,0,1,0
Adam & Paul,2004,83,NA,6.8,96,14.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,,0,0,1,1,0,0,0
Mercury Rising,1998,108,60000000,5.6,8202,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,R,1,0,0,1,0,0,0
P.1,1999,9,NA,8.2,12,0,0,0,4.5,0,0,4.5,14.5,24.5,44.5,,0,0,1,0,0,0,1
"Shape of Evil, The",2002,80,NA,6.9,16,14.5,0,0,0,4.5,0,14.5,14.5,34.5,14.5,,0,0,0,1,0,0,0
"Femme et le pantin, La",1959,101,NA,5.8,18,0,0,0,14.5,4.5,24.5,24.5,4.5,14.5,14.5,,0,0,0,1,0,0,0
Regarde la mer,1997,52,NA,6.7,357,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,0,0,0,0
Lucky Break,1994,88,NA,6,130,4.5,4.5,0,4.5,14.5,14.5,24.5,14.5,14.5,4.5,,0,0,1,0,0,1,0
"Pair of Briefs, A",1962,90,NA,5.1,31,0,4.5,4.5,4.5,24.5,34.5,4.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
Es war eine rauschende Ballnacht,1939,89,NA,5.4,13,0,0,0,14.5,4.5,24.5,0,24.5,4.5,24.5,,0,0,0,1,0,0,0
End of the World,1977,88,NA,3,64,24.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
Devil's Canyon,1953,92,NA,5.1,58,4.5,0,14.5,14.5,34.5,14.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
Patala Bhairavi,1951,195,NA,6.6,19,0,4.5,0,0,4.5,0,4.5,14.5,14.5,45.5,,0,0,0,1,0,0,0
"Galets, Les",2002,11,NA,6.3,6,0,0,0,0,0,84.5,14.5,0,0,0,,0,0,0,0,0,0,1
"Forgotten Village, The",1941,67,NA,5.5,6,0,0,0,0,45.5,14.5,14.5,14.5,0,0,,0,0,0,1,1,0,0
Behold a Pale Horse,1964,121,3900000,6.7,114,0,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
Abbronzatissimi,1991,96,NA,5,29,24.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,0,14.5,,0,0,1,0,0,0,0
Ardena,1997,103,NA,3.8,17,24.5,0,0,0,0,14.5,34.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
Pennies from Heaven,1936,80,NA,6.1,36,4.5,0,4.5,4.5,4.5,24.5,24.5,4.5,14.5,14.5,,0,0,1,0,0,0,0
Remains to Be Seen,1953,88,NA,7.1,19,4.5,0,0,0,4.5,24.5,24.5,44.5,0,4.5,,0,0,1,0,0,0,0
One Third of a Nation,1939,79,NA,5.7,7,0,0,14.5,0,44.5,0,24.5,14.5,0,0,,0,0,0,1,0,0,0
Ciro norte,1998,17,NA,5.6,5,0,0,44.5,24.5,0,0,0,24.5,0,24.5,,0,0,0,0,0,0,1
Kvindesind,1980,73,NA,3.4,8,14.5,14.5,34.5,0,0,24.5,14.5,0,0,0,,0,0,0,1,0,0,0
Money Talks,1972,81,NA,4.6,11,14.5,0,4.5,0,0,24.5,14.5,14.5,0,4.5,,0,0,1,0,1,0,0
Romance in Manhattan,1935,78,NA,6.9,50,0,0,0,0,4.5,14.5,34.5,24.5,14.5,14.5,,0,0,0,0,0,1,0
"Papesse, La",1975,95,NA,4.5,8,0,0,0,24.5,0,24.5,24.5,14.5,0,14.5,,0,0,0,0,0,0,0
Mr. Skeffington,1944,145,NA,7.5,485,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,0,0,0,1,0,1,0
Meet the Applegates,1991,90,1000,5,464,4.5,4.5,14.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
"Engel mit dem Saitenspiel, Der",1944,101,NA,6,10,0,0,0,14.5,14.5,24.5,14.5,14.5,24.5,24.5,,0,0,0,0,0,1,0
Twisted Nightmare,1987,91,NA,4.2,32,14.5,4.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,24.5,,0,0,0,0,0,0,0
"Great Sioux Massacre, The",1965,91,NA,5.6,44,4.5,4.5,4.5,4.5,34.5,24.5,14.5,0,0,4.5,,0,0,0,0,0,0,0
Alouette,1944,3,NA,6,9,0,0,0,14.5,24.5,44.5,24.5,0,0,0,,0,1,0,0,0,0,1
"Horrible Dr. Bones, The",2000,72,NA,2.2,64,45.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,0,4.5,R,0,0,0,0,0,0,0
Rainbow Bridge,1972,108,NA,6.8,57,14.5,0,4.5,4.5,4.5,14.5,4.5,14.5,4.5,34.5,,0,0,0,0,0,0,0
Jue qiao zhi duo xing,1990,106,NA,5.3,7,24.5,0,0,0,14.5,14.5,14.5,0,14.5,14.5,,1,0,0,0,0,0,0
Now You're Talking,1927,9,NA,6.6,11,0,0,0,4.5,14.5,0,45.5,4.5,0,4.5,,0,1,1,0,0,0,1
"Beautiful Blonde from Bashful Bend, The",1949,77,NA,5.9,89,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,4.5,,0,0,1,0,0,1,0
"Winsor McCay, the Famous Cartoonist of the N.Y. Herald and His Moving Comics",1911,7,NA,8,53,0,0,0,0,4.5,14.5,34.5,24.5,14.5,14.5,,0,0,0,0,1,0,1
Laundry,2002,126,NA,7.4,71,0,0,4.5,0,4.5,14.5,24.5,24.5,14.5,24.5,,0,0,0,1,0,1,0
"Story of Dr. Wassell, The",1944,140,2720000,6.7,136,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,,1,0,0,1,0,1,0
Rasputin: The Mad Monk,1966,91,NA,5.7,190,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
Ferment,1999,4,NA,7.3,5,0,0,0,0,0,0,84.5,24.5,0,0,,0,0,0,0,0,0,1
Salaam Bombay!,1988,112,NA,7.9,808,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,1,0,0,0
Chicos ricos,2000,87,NA,2.3,22,34.5,14.5,4.5,0,4.5,4.5,0,0,4.5,24.5,,0,0,0,1,0,0,0
Nightdreams,1981,78,NA,8,20,4.5,4.5,0,0,4.5,4.5,0,24.5,24.5,34.5,,0,0,0,0,0,0,0
Jezebel's Kiss,1990,96,NA,3.1,47,14.5,24.5,4.5,4.5,4.5,4.5,4.5,4.5,0,14.5,,0,0,0,1,0,0,0
Cracking Up,1983,83,NA,4.2,112,4.5,4.5,4.5,14.5,4.5,14.5,4.5,4.5,4.5,24.5,,0,0,1,0,0,0,0
"I, an Actress",1977,10,NA,4.2,6,0,0,34.5,0,34.5,14.5,0,0,0,14.5,,0,0,0,0,0,0,1
Smart Girls Don't Talk,1948,81,NA,7.7,22,4.5,0,0,4.5,4.5,14.5,24.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
"Thirteenth Chair, The",1929,72,NA,5.6,64,4.5,4.5,4.5,14.5,4.5,24.5,24.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
"Exercise in Discipline - Peel, An",1982,9,NA,6.9,52,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,,0,0,0,0,0,0,1
Va Banque,1986,95,NA,6.5,13,14.5,0,0,4.5,24.5,0,0,4.5,24.5,24.5,,0,0,1,0,0,0,0
Threesome,1994,93,NA,6,3620,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,,0,0,1,1,0,1,0
Daddy and the Muscle Academy,1992,55,NA,6.1,27,0,14.5,0,4.5,4.5,14.5,14.5,14.5,4.5,24.5,,0,0,0,0,1,0,0
Bangrajan,2000,71,NA,6.6,283,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,,1,0,0,1,0,0,0
Carmilla,1999,80,NA,1.6,11,74.5,4.5,0,0,0,0,0,0,0,14.5,,0,0,0,0,0,0,0
Mai shen qi,1978,96,NA,7.4,26,0,0,14.5,4.5,0,14.5,14.5,14.5,14.5,34.5,,0,0,1,0,0,0,0
Everything Happens at Night,1939,77,NA,5.9,21,0,0,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
Ator l'invincibile,1982,98,NA,2.4,263,44.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
"Arche Noah Prinzip, Das",1984,100,NA,3.9,240,14.5,4.5,4.5,4.5,4.5,4.5,14.5,4.5,4.5,44.5,,0,0,0,0,0,0,0
Ai-Fak,2004,110,NA,9.4,14,0,0,0,0,0,14.5,0,4.5,24.5,45.5,,0,0,0,1,0,0,0
"Falcon Out West, The",1944,64,NA,6.3,35,0,0,4.5,14.5,14.5,24.5,44.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
"Autrichienne, L'",1990,98,NA,7.7,9,0,0,0,0,0,14.5,24.5,0,14.5,45.5,,0,0,0,1,0,0,0
Tsahal,1994,316,NA,4,18,24.5,0,0,4.5,4.5,14.5,0,14.5,14.5,24.5,,0,0,0,0,1,0,0
Snapdragon,1993,98,NA,3.4,298,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
Delivery,1997,91,NA,4.9,8,14.5,24.5,0,0,34.5,14.5,0,0,0,14.5,,0,0,0,0,0,0,0
Westward Passage,1932,73,NA,5.3,28,0,0,4.5,24.5,14.5,4.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
Outside the Wall,1950,80,NA,7.3,6,0,0,0,0,14.5,14.5,14.5,34.5,0,14.5,,0,0,0,1,0,0,0
John Henry and the Inky-Poo,1946,7,NA,9.2,21,14.5,0,0,0,4.5,0,4.5,4.5,14.5,45.5,,0,1,0,0,0,0,1
Night of the Warrior,1991,99,NA,3.3,40,14.5,4.5,24.5,4.5,14.5,14.5,0,4.5,4.5,14.5,,1,0,0,0,0,0,0
"Last Installment, The",1945,19,NA,6.3,13,0,0,4.5,4.5,24.5,14.5,34.5,0,0,4.5,,0,0,0,1,0,0,1
Mystery of the Maya,1995,38,NA,6.3,28,0,0,4.5,4.5,24.5,24.5,14.5,14.5,4.5,14.5,,0,0,0,0,1,0,1
"Adult Version of Jekyll & Hide, The",1972,75,NA,3.5,41,24.5,4.5,4.5,14.5,14.5,4.5,14.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
"Ballon rouge, Le",1956,34,NA,7.6,887,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,0,0,0,0,0,0,1
Pelotazo nacional,1993,80,NA,3.2,6,14.5,0,0,14.5,14.5,34.5,0,0,0,14.5,,0,0,1,0,0,0,0
Ethan Frome,1993,99,NA,6.1,455,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
S lyubovyu. Lilya,2003,98,NA,6.5,44,0,0,0,4.5,14.5,14.5,44.5,4.5,4.5,4.5,,0,0,1,1,0,0,0
Ringu,1998,96,1200000,7.4,8091,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,0,0,0,0,0,0,0
Sommer i Tyrol,1964,99,NA,5.7,76,4.5,0,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,,0,0,1,0,0,0,0
Serious Charge,1959,99,NA,7.2,8,0,0,0,0,0,14.5,24.5,34.5,14.5,14.5,,0,0,0,1,0,0,0
69 - Sixtynine,1969,98,NA,5.8,5,0,24.5,0,0,0,44.5,24.5,24.5,0,0,,0,0,0,1,0,0,0
"Cat in the Hat, The",2003,82,109000000,3.2,4997,44.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,PG,0,0,1,0,0,0,0
Up in Daisy's Penthouse,1953,16,NA,6.6,32,0,0,0,4.5,4.5,14.5,14.5,24.5,14.5,24.5,,0,0,1,0,0,0,1
"Jazz Fool, The",1929,6,NA,6.6,16,0,0,0,14.5,0,24.5,14.5,14.5,14.5,14.5,,0,1,1,0,0,0,1
Clue,1985,97,15000000,6.7,8767,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,1,0,0,0,0
Hollywood Hobbies,1939,10,NA,5.7,31,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,0,14.5,,0,0,0,0,1,0,1
Navodneniye,1994,99,NA,8.1,21,0,0,0,0,0,0,4.5,64.5,24.5,4.5,,0,0,0,1,0,0,0
Maria's Lovers,1984,103,NA,6,344,4.5,4.5,4.5,4.5,4.5,24.5,14.5,14.5,4.5,14.5,,0,0,0,1,0,1,0
Aujourd'hui ou jamais,1998,106,NA,4.3,11,4.5,4.5,0,4.5,4.5,24.5,4.5,14.5,4.5,0,,0,0,0,1,0,0,0
City of Joy,1992,132,NA,5.9,940,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
Wings of Fame,1990,116,NA,6.3,141,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,1,1,0,0,0
Liebe auf den ersten Blick,1991,105,NA,6.6,9,0,0,0,0,0,24.5,14.5,24.5,14.5,34.5,,0,0,0,0,0,1,0
Nae maeumui punggeum,1998,116,NA,7.8,66,4.5,0,4.5,0,4.5,0,24.5,24.5,24.5,14.5,,0,0,0,1,0,0,0
"Christmas Path, The",1998,95,NA,4.2,32,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,0,24.5,,0,0,0,0,0,0,0
Nineteen Eighty-Four,1984,113,NA,6.8,4085,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
Waterloo Bridge,1931,81,251289,8.3,132,4.5,0,4.5,4.5,4.5,4.5,4.5,4.5,14.5,64.5,,0,0,0,1,0,0,0
Night Editor,1946,68,NA,7.6,9,0,0,0,0,0,0,64.5,14.5,14.5,14.5,,0,0,0,1,0,0,0
Jack Ahoy,1934,70,NA,4.8,5,0,24.5,0,24.5,64.5,0,0,0,0,0,,0,0,1,0,0,0,0
Two Boobs in a Balloon,1935,10,NA,6.2,5,0,0,0,24.5,0,0,44.5,0,24.5,24.5,,0,0,1,0,0,0,1
"Girl Gets Moe, The",1997,102,NA,4.5,60,4.5,14.5,14.5,14.5,24.5,14.5,4.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0
Ill Gotten Gains,1997,101,NA,2.3,31,44.5,4.5,4.5,4.5,4.5,4.5,4.5,0,0,24.5,R,0,0,0,1,0,0,0
That Wonderful Urge,1948,82,NA,6.7,36,0,0,0,0,14.5,14.5,14.5,14.5,4.5,24.5,,0,0,1,0,0,1,0
"Enchanted Drawing, The",1900,2,NA,6.3,52,4.5,4.5,4.5,0,14.5,24.5,24.5,14.5,4.5,14.5,,0,1,1,0,0,0,1
Bleeders,1997,89,NA,3.8,486,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,R,0,0,0,0,0,0,0
"Stud, The",1978,95,NA,3.1,121,14.5,14.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,,0,0,0,1,0,0,0
Table for Five,1983,122,NA,5.9,172,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,,0,0,0,1,0,0,0
Deadly Swarm,2003,120,NA,2.9,54,14.5,14.5,14.5,24.5,4.5,4.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
Bloodfist II,1990,85,NA,2.8,45,24.5,4.5,4.5,24.5,14.5,4.5,4.5,4.5,0,4.5,,1,0,0,0,0,0,0
Dancin' Thru the Dark,1990,95,NA,5.9,50,4.5,4.5,4.5,4.5,14.5,14.5,4.5,14.5,14.5,34.5,,0,0,1,0,0,0,0
Porky's Road Race,1937,7,NA,6.7,9,0,0,0,0,0,24.5,44.5,24.5,0,14.5,,0,1,1,0,0,0,1
Svitati,1999,85,NA,4.4,111,24.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,R,0,0,1,0,0,0,0
Visions of Europe,2004,139,NA,5.9,54,14.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
Santo Forte,1999,80,NA,4.6,14,0,4.5,4.5,4.5,4.5,0,34.5,4.5,4.5,24.5,,0,0,0,0,1,0,0
Q,1982,93,1200000,6,578,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
"Crowded Sky, The",1961,105,NA,5.5,79,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,,1,0,0,1,0,0,0
Barquero,1970,115,NA,5.5,94,0,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
Double Bang,2001,104,NA,5.2,135,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,4.5,4.5,R,1,0,0,0,0,0,0
Octaman,1971,76,NA,2.4,65,45.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,0,4.5,,0,0,0,0,0,0,0
O-Roshiya-koku suimu-dan,1992,123,NA,7.1,6,0,0,0,0,0,0,34.5,45.5,14.5,0,,0,0,0,1,0,0,0
John Ford Goes to War,2002,56,NA,2.9,26,44.5,0,0,0,4.5,4.5,4.5,4.5,0,34.5,,0,0,0,0,1,0,0
Gold Diggers of Broadway,1929,101,NA,8,11,0,0,0,0,4.5,0,14.5,4.5,14.5,44.5,,0,0,1,0,0,0,0
"Mighty Wind, A",2003,91,NA,7.3,5941,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG-13,0,0,1,0,0,0,0
"Beast That Killed Women, The",1965,60,NA,3.1,62,34.5,4.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
"Dolci inganni, I",1960,95,NA,6.8,23,4.5,0,0,0,24.5,4.5,24.5,34.5,4.5,0,,0,0,0,0,0,0,0
Coquette,1929,76,489106,4.9,90,4.5,4.5,14.5,14.5,14.5,4.5,14.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
Gao yang yi sheng,1992,89,NA,6.1,86,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,1,0,0,0,0,0,0
Haonan haonu,1995,108,NA,7.1,156,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,34.5,,0,0,0,1,0,1,0
"Ref, The",1994,93,11000000,6.8,4791,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0,0
Shakes the Clown,1992,87,1400000,5.5,838,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,R,0,0,1,0,0,0,0
Extase,1933,87,NA,6.6,157,0,0,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,,0,0,0,1,0,1,0
Crayon Shin-chan ankoku tamatama daitsuiseki,1997,100,NA,5,20,0,4.5,4.5,14.5,14.5,24.5,14.5,0,14.5,14.5,,1,1,1,0,0,0,0
Fear of the Dark,2001,150,30000,5.5,10,14.5,0,0,14.5,14.5,24.5,0,24.5,0,34.5,,0,0,0,1,0,0,0
Zaklete rewiry,1975,94,NA,7.2,26,0,0,0,4.5,0,4.5,14.5,44.5,14.5,24.5,,0,0,0,1,0,0,0
Stranger: Bernie Worrell on Earth,2005,39,NA,8.3,6,0,0,0,0,14.5,0,14.5,14.5,0,45.5,,0,0,0,0,1,0,1
Kozure satsujin ken,1976,89,NA,6.4,27,4.5,0,0,14.5,4.5,14.5,24.5,24.5,0,14.5,,1,0,0,0,0,0,0
"Hainburg - Je t'aime, gendarme",2001,94,NA,8.2,10,14.5,0,0,0,0,0,24.5,14.5,14.5,45.5,,0,0,0,1,0,1,0
Birdman of Alcatraz,1962,147,NA,7.6,2179,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
Child's Play,1988,87,19000000,5.9,4250,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
Rancid Aluminium,2000,88,12000000,3.5,352,34.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,R,0,0,0,1,0,0,0
Time Expired,1992,29,NA,4.8,11,4.5,24.5,0,0,4.5,4.5,0,24.5,4.5,4.5,,0,0,0,0,0,0,1
"Yeux sans visage, Les",1959,88,NA,7.9,730,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,0,0,0,0
Smoke Over London,1966,122,NA,5.9,18,0,0,0,24.5,0,24.5,14.5,24.5,4.5,14.5,,0,0,1,0,0,0,0
Hayal Halayla,1984,86,NA,5.1,5,24.5,24.5,24.5,24.5,0,0,24.5,0,0,0,,0,0,0,1,0,0,0
Don't Bother to Knock,1961,89,NA,6.3,10,0,0,14.5,0,0,14.5,45.5,24.5,14.5,0,,0,0,1,0,0,0,0
Are We Still Married,1992,3,NA,7.5,47,0,0,0,4.5,4.5,14.5,14.5,34.5,14.5,14.5,,0,0,0,0,0,0,1
Mr. and Mrs. North,1942,67,NA,7,20,0,0,0,0,24.5,34.5,14.5,14.5,4.5,14.5,,0,0,1,0,0,0,0
Mosura,1961,91,NA,6.1,241,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,14.5,,1,0,0,1,0,0,0
"Last Valley, The",1971,128,NA,6.9,371,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,0,0,0,0,0
Captain Jack,1999,90,NA,5.5,61,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
Newsies,1992,121,15000000,5.7,2997,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,44.5,,0,0,0,1,0,0,0
Unsichtbare Gegner,1977,112,NA,3.1,15,34.5,4.5,4.5,4.5,4.5,14.5,4.5,4.5,14.5,0,,0,0,0,0,0,0,0
"Corrina, Corrina",1994,115,NA,6,1949,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,,0,0,1,1,0,1,0
"Great Dictator, The",1940,124,2000000,8.4,10465,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,,0,0,1,0,0,0,0
Passengers,2002,8,NA,7.3,30,0,4.5,4.5,0,4.5,24.5,14.5,14.5,14.5,24.5,,0,0,0,0,0,1,1
"Whalers, The",1938,8,NA,7,46,4.5,0,4.5,4.5,4.5,24.5,24.5,14.5,14.5,14.5,,0,1,1,0,0,0,1
True Vinyl,2000,89,NA,3.1,32,4.5,14.5,4.5,4.5,14.5,14.5,4.5,4.5,0,24.5,PG-13,0,0,0,1,0,1,0
French Lovers,1985,8,NA,5.8,8,0,0,0,34.5,0,34.5,24.5,0,0,0,,0,0,0,0,0,0,1
Rerum novarum,2001,82,NA,8.8,8,0,0,14.5,0,0,0,14.5,0,0,74.5,,0,0,0,1,1,0,0
